ID,PERMIT#,  PERMIT_TYPE,         ISSUE_DATE,        ESTIMATED_COST,         AMOUNT_WAIVED,   AMOUNT_PAID,    TOTAL_FEE,STREET_NUMBER,STREET DIRECTION,STREET_NAME,  SUFFIX,WORK_DESCRIPTION,   PIN1,   PIN2,  PIN3,  PIN4, PIN5, PIN6, PIN7, PIN8, PIN9,     PIN10,CONTRACTOR_1_TYPE,CONTRACTOR_1_NAME,CONTRACTOR_1_ADDRESS,CONTRACTOR_1_CITY,CONTRACTOR_1_STATE,CONTRACTOR_1_ZIPCODE,CONTRACTOR_1_PHONE,CONTRACTOR_2_TYPE,CONTRACTOR_2_NAME,CONTRACTOR_2_ADDRESS,CONTRACTOR_2_CITY,CONTRACTOR_2_STATE,CONTRACTOR_2_ZIPCODE,CONTRACTOR_2_PHONE,CONTRACTOR_3_TYPE,CONTRACTOR_3_NAME,CONTRACTOR_3_ADDRESS,CONTRACTOR_3_CITY,CONTRACTOR_3_STATE,CONTRACTOR_3_ZIPCODE,CONTRACTOR_3_PHONE,CONTRACTOR_4_TYPE,CONTRACTOR_4_NAME,CONTRACTOR_4_ADDRESS,CONTRACTOR_4_CITY,CONTRACTOR_4_STATE,CONTRACTOR_4_ZIPCODE,CONTRACTOR_4_PHONE,CONTRACTOR_5_TYPE,CONTRACTOR_5_NAME,CONTRACTOR_5_ADDRESS,CONTRACTOR_5_CITY,CONTRACTOR_5_STATE,CONTRACTOR_5_ZIPCODE,CONTRACTOR_5_PHONE,CONTRACTOR_6_TYPE,CONTRACTOR_6_NAME,CONTRACTOR_6_ADDRESS,CONTRACTOR_6_CITY,CONTRACTOR_6_STATE,CONTRACTOR_6_ZIPCODE,CONTRACTOR_6_PHONE,CONTRACTOR_7_TYPE,CONTRACTOR_7_NAME,CONTRACTOR_7_ADDRESS,CONTRACTOR_7_CITY,CONTRACTOR_7_STATE,CONTRACTOR_7_ZIPCODE,CONTRACTOR_7_PHONE,CONTRACTOR_8_TYPE,CONTRACTOR_8_NAME,CONTRACTOR_8_ADDRESS,CONTRACTOR_8_CITY,CONTRACTOR_8_STATE,CONTRACTOR_8_ZIPCODE,CONTRACTOR_8_PHONE,CONTRACTOR_9_TYPE,CONTRACTOR_9_NAME,CONTRACTOR_9_ADDRESS,CONTRACTOR_9_CITY,CONTRACTOR_9_STATE,CONTRACTOR_9_ZIPCODE,CONTRACTOR_9_PHONE,CONTRACTOR_10_TYPE,CONTRACTOR_10_NAME,CONTRACTOR_10_ADDRESS,CONTRACTOR_10_CITY,CONTRACTOR_10_STATE,CONTRACTOR_10_ZIPCODE,CONTRACTOR_10_PHONE,CONTRACTOR_11_TYPE,CONTRACTOR_11_NAME,CONTRACTOR_11_ADDRESS,CONTRACTOR_11_CITY,CONTRACTOR_11_STATE,CONTRACTOR_11_ZIPCODE,CONTRACTOR_11_PHONE,CONTRACTOR_12_TYPE,CONTRACTOR_12_NAME,CONTRACTOR_12_ADDRESS,CONTRACTOR_12_CITY,CONTRACTOR_12_STATE,CONTRACTOR_12_ZIPCODE,CONTRACTOR_12_PHONE,CONTRACTOR_13_TYPE,CONTRACTOR_13_NAME,CONTRACTOR_13_ADDRESS,CONTRACTOR_13_CITY,CONTRACTOR_13_STATE,CONTRACTOR_13_ZIPCODE,CONTRACTOR_13_PHONE,CONTRACTOR_14_TYPE,CONTRACTOR_14_NAME,CONTRACTOR_14_ADDRESS,CONTRACTOR_14_CITY,CONTRACTOR_14_STATE,CONTRACTOR_14_ZIPCODE,CONTRACTOR_14_PHONE,CONTRACTOR_15_TYPE,CONTRACTOR_15_NAME,CONTRACTOR_15_ADDRESS,CONTRACTOR_15_CITY,CONTRACTOR_15_STATE,CONTRACTOR_15_ZIPCODE,CONTRACTOR_15_PHONE,LATITUDE,LONGITUDE,LOCATION
1942504,100247444,PERMIT - NEW CONSTRUCTION,08/01/2008,$3000.00,$0.00,$375.00,$375.00,8,E,9TH,ST,"REVISION TO PERMIT #100190281 FOR TEMPORARY TOWER CRANE MODEL POTAIN MAD 485, PHASE II.",,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"KKLLM, INC.",111 WEST CHICAGO AVENUE SUITE G-02,HINSDALE,IL,60521,(708)352-8229,OWNER,WARMAN DEVELOPMENT,27 E MONROE ST,CHICAGO,IL,60601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.870634991,-87.62727753,"(41.87063499080216, -87.62727753012125)"
1945717,100249426,PERMIT - NEW CONSTRUCTION,08/12/2008,$750000.00,$0.00,$375.00,$375.00,300,E,RANDOLPH,ST,INSTALL LATERAL TIE-IN #3 FOR TWO (2) TOWER CRANES.,17-10-318-034-0000,,,,,,,,,,STRUCTURAL ENGINEER,RUBY DAVID,,,,,,EXPEDITOR,BURNHAM NATIONWIDE INC,111 W WASHINGTON SUITE 450,CHICAGO,IL,60602-,(312)407-7990 X,CONTRACTOR-GENERAL CONTRACTOR,WALSH CONSTRUCTION COMPANY,929 W ADAMS ST,CHICAGO,IL,60607,(312)563-5400,OWNER,ANDY PINI,300 E. RANDOLPH,CHICAGO,IL,60602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.884623785,-87.620476044,"(41.88462378463585, -87.62047604442976)"
1945825,100249479,PERMIT - NEW CONSTRUCTION,10/02/2008,$25000.00,$0.00,$375.00,$375.00,1026,W,MONTROSE,AVE,ERECT ONE TEMPORARY TOWER CRANE. MODEL 420-EC-H16,,,,,,,,,,,STRUCTURAL ENGINEER,RAZDOLSKY LEV,,,,,,EXPEDITOR,CONSTRUCTION SERVICES ASSOC.,166 W WASHINGTON SUITE 750,CHICAGO,IL,60602,(312)364-9098,CONTRACTOR-GENERAL CONTRACTOR,WALSH CONSTRUCTION COMPANY,929 W ADAMS ST,CHICAGO,IL,60607,(312)563-5400,OWNER,PETER HOLSTON,1333 N KINGSBURRY,CHICAGO,IL,60622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.961871171,-87.655837661,"(41.96187117141529, -87.65583766122892)"
1947399,100250297,PERMIT - RENOVATION/ALTERATION,08/15/2008,$5000.00,$0.00,$375.00,$375.00,11,E,WALTON,ST,"TEMPORARY CONSTRUCTION TOWER CRANE, ""EAST CRANE, MODEL PECCO SK400"" CHANGE TIE-IN LEVELS FROM 54 TO 53 AND FROM 56 TO 58.",17-03-209-020-0000,17-03-209-022-0000,17-03-209-023-0000,17-03-209-006-0000,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,JAMES MCHUGH CONSTRUCTION CO,1737 S MICHIGAN AVE,CHICAGO,IL,60616-,(312)986-8000 x,OWNER,ELYSIAN DEVELOPMENT GROUP LLC,605 N. MICHIGAN AVE.,CHICAGO,IL,60611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.899834921,-87.627799172,"(41.89983492074242, -87.6277991723728)"
1947403,100250301,PERMIT - NEW CONSTRUCTION,08/15/2008,$3000.00,$0.00,$375.00,$375.00,11,E,WALTON,ST,"TEMPORARY CONSTRUCTION TOWER CRANE ""WEST CRANE- MODEL LIEBHERR 316 EC-H"" ADD TIE-IN TO LEVEL 58.",17-03-209-020-0000,17-03-209-022-0000,17-03-209-023-0000,17-03-209-006-0000,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,JAMES MCHUGH CONSTRUCTION CO,1737 S MICHIGAN AVE,CHICAGO,IL,60616-,(312)986-8000 x,OWNER,ELYSIAN DEVELOPMENT GROUP LLC,605 N. MICHIGAN AVE.,CHICAGO,IL,60611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.899834921,-87.627799172,"(41.89983492074242, -87.6277991723728)"
1950550,100252064,PERMIT - NEW CONSTRUCTION,09/11/2008,$5000.00,$0.00,$375.00,$375.00,401,N,WABASH,AVE,ERECT DERRICK CRANE AS PER PLANS.,17-10-135-033-0000,,,,,,,,,,STRUCTURAL ENGINEER,CONNOLLY EAMONN F.,,,,,,CONTRACTOR-GENERAL CONTRACTOR,JAMES MCHUGH CONSTRUCTION CO,1737 S MICHIGAN AVE,CHICAGO,IL,60616-,(312)986-8000 x,OWNER,"401 NORTH WABASH VENTURE, LLC",725 FIFTH AVE,NEW YORK,NY,10022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.889284014,-87.626548548,"(41.889284013529334, -87.62654854794113)"
1957268,100256076,PERMIT - NEW CONSTRUCTION,11/03/2008,$500.00,$0.00,$375.00,$375.00,1620,W,HARRISON,ST,PHASE I - WEST TOWER CRANE MANITOWOC MODEL MR605B FOUNDATION.  1620 W. HARRISON.,,,,,,,,,,,STRUCTURAL ENGINEER,O'LEARY JOHN,,,,,,CONTRACTOR-GENERAL CONTRACTOR,RUSH UNIVERSITY MEDICAL CENTER,"1750 WEST HARRISON STREET SUITE 301, JELKE",CHICAGO,IL,60612,(312)942-6195,OWNER,MIKE LAMONT,1725 W. HARRISON,CHICAGO,IL,60612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.874296161,-87.667612811,"(41.87429616149979, -87.66761281051762)"
1957719,100256322,PERMIT - NEW CONSTRUCTION,11/07/2008,$5000.00,$0.00,$375.00,$375.00,676,N,ST CLAIR,ST,ERECT TEMPORARY DERRICK CRANE.,17-10-110-007-0000,,,,,,,,,,OWNER AS GENERAL CONTRACTOR,NORTHWESTERN MEMORIAL HSP.,676 N. ST. CLAIR ST.,CHICAGO,IL.,60611,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,TURNER CONSTRUCTION COMPANY,55 E. MONROE SUITE 3100,CHICAGO,IL,60603-,(214)915-9600 x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.894852961,-87.6229018,"(41.89485296136011, -87.62290180042824)"
1957723,100256325,PERMIT - NEW CONSTRUCTION,09/22/2008,$5000.00,$0.00,$375.00,$375.00,155,N,WACKER,DR,TEMPORARY DISMANTILING DERRICK FOR TOWER CRANE.,17-09-429-002-0000,17-09-429-003-0000,17-09-429-004-0000,17-09-429-015-0000,17-09-429-016-0000,17-09-429-006-0000,17-09-429-001-0000,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"BOVIS LEND LEASE, INC.",ONE N WACKER DRIVE SUITE 850,CHICAGO,IL,60606,(312)245-1000,OWNER,JBC/155 DEVELOPMENT LLC,1 N WACKER DR STE 2400,CHICAGO,IL,60606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.884615617,-87.636682358,"(41.88461561705127, -87.63668235780031)"
1957839,100256384,PERMIT - NEW CONSTRUCTION,10/15/2008,$38554.00,$0.00,$375.00,$375.00,300,E,RANDOLPH,ST,INSTALLATION OF SUPPORT STRUCTURE & 35 TON DERRICK CRANE ABOVE ROOF OF EXISTING BUILDING FOR REMOVAL OF TOWER CRANE.,17-10-318-034-0000,,,,,,,,,,STRUCTURAL ENGINEER,RUBY DAVID,,,,,,CONTRACTOR-GENERAL CONTRACTOR,WALSH CONSTRUCTION COMPANY,929 W ADAMS ST,CHICAGO,IL,60607,(312)563-5400,OWNER,ANDY PINI,300 E. RANDOLPH,CHICAGO,IL,60602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.884623785,-87.620476044,"(41.88462378463585, -87.62047604442976)"
1958711,100256850,PERMIT - NEW CONSTRUCTION,09/22/2008,$5000.00,$0.00,$375.00,$375.00,401,N,WABASH,AVE,"TEMPORARY DISMANTLINGD DERRICK, MODEL TIMBERLAND ASD 35-100 FOR REMOVAL OF WEST CRANE.",17-10-135-033-0000,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,JAMES MCHUGH CONSTRUCTION CO,1737 S MICHIGAN AVE,CHICAGO,IL,60616-,(312)986-8000 x,OWNER,401 N WABASH VENTURE LLC,725 FIFTH AVE.,NEW YORK,NY,10022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.889284014,-87.626548548,"(41.889284013529334, -87.62654854794113)"
1958715,100256853,PERMIT - NEW CONSTRUCTION,09/22/2008,$5000.00,$0.00,$375.00,$375.00,161,W,KINZIE,ST,TEMPORARY CONSTRUCTION TOWER CRANE MODEL LIEBHERR 200 HC PHASE I,17-09-404-016-0000,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,JAMES MCHUGH CONSTRUCTION CO,1737 S MICHIGAN AVE,CHICAGO,IL,60616-,(312)986-8000 x,OWNER,161 WEST KINZIE,3755 CAPITAL OF TEXAS HIGHWAY SUITE 210,AUSTIN,TX,78704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.889062111,-87.633485207,"(41.88906211073029, -87.63348520693961)"
1961434,100258409,PERMIT - NEW CONSTRUCTION,10/01/2008,$30.00,$0.00,$375.00,$375.00,222,W,ERIE,ST,"TEMPORARY CONSTRUCTION CRANE MODEL POTAIN MD 485 B, PHASE I & PHASE II PER PLAN",,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,W. E. O'NEIL CONSTRUCTION CO.,2751 N. CLYBOURN AVENUE,CHICAGO,IL,60614-,(773)755-1611 x,OWNER,"FLAIR TOWER, LLC",737 N MICHIGAN,CHICAGO,IL,60611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.894086944,-87.635142233,"(41.89408694421236, -87.6351422333781)"
1961440,100258413,PERMIT - NEW CONSTRUCTION,11/12/2008,$5000.00,$0.00,$375.00,$375.00,225,E,CHICAGO,AVE,"TEMPORARY CONSTRUCTION TOWER CRANE - NORTH CRANE. MODEL POTAIN MR 605B, PHASE I",,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"POWER CONSTRUCTION COMPANY, LL",2360 NORTH PALMER DRIVE,SCHAUMBURG,IL,60173,(847)925-1300,OWNER,CHILDREN'S MEMORIAL HOSPITAL,737 N MICHIGAN,CHICAGO,IL,60611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.896659881,-87.621755235,"(41.89665988131876, -87.62175523527284)"
1961444,100258417,PERMIT - NEW CONSTRUCTION,11/12/2008,$5000.00,$0.00,$375.00,$375.00,225,E,CHICAGO,AVE,"TEMPORARY CONSTRUCTION TOWER CRANE - SOUTH CRANE. MODEL POTAIN MR 605B, PHASE I",,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"POWER CONSTRUCTION COMPANY, LL",2360 NORTH PALMER DRIVE,SCHAUMBURG,IL,60173,(847)925-1300,OWNER,CHILDREN'S MEMORIAL HOSPITAL,737 N MICHIGAN,CHICAGO,IL,60611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.896659881,-87.621755235,"(41.89665988131876, -87.62175523527284)"
1968265,100262001,PERMIT - NEW CONSTRUCTION,10/21/2008,$300.00,$0.00,$375.00,$375.00,2,W,DELAWARE,PL,REINFORCING TO EXISTING FOUNDATION ON PAD PER PLANS. TEMPORARY CONSTRUCTION TOWER CRANE POTAIN MD 485B TWO AUXILARY STIFFENER BEAMS ADDED.,,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"BOVIS LEND LEASE, INC.",ONE N WACKER DRIVE SUITE 850,CHICAGO,IL,60606,(312)245-1000,OWNER,THE ENTERPRISE COMPANIES WALTON ON THE PARK SOUTH,600 W CHICAGO,CHICAGO,IL,60610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.89924865,-87.628346565,"(41.89924864959086, -87.62834656519264)"
1969255,100262489,PERMIT - NEW CONSTRUCTION,10/30/2008,$5000.00,$0.00,$375.00,$375.00,353,N,CLARK,ST,INSTALLATION OF TEMPORARY DISMANTLING DERRICK FOR TOWER CRANE TG1900/FMC,,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"BOVIS LEND LEASE, INC.",ONE N WACKER DRIVE SUITE 850,CHICAGO,IL,60606,(312)245-1000,OWNER,MESIROW STEIN,353 N CLARK ST,CHICAGO,IL,60610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.888961957,-87.630906772,"(41.88896195675864, -87.63090677238614)"
1972973,100264482,PERMIT - NEW CONSTRUCTION,12/04/2008,$5000.00,$0.00,$375.00,$375.00,210,N,WELLS,ST,"TEMP. CONSTRUCTION TOWER CRANE, LIEBHERR 540 HC/L",,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"BOVIS LEND LEASE, INC.",ONE N WACKER DRIVE SUITE 850,CHICAGO,IL,60606,(312)245-1000,OWNER,"210-18 W LAKE, LLC",920 N YORK ST,HINSDALE,IL,60521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.886028398,-87.634084983,"(41.8860283980614, -87.63408498312046)"
1981091,100267451,PERMIT - NEW CONSTRUCTION,12/11/2008,$60000.00,$0.00,$375.00,$375.00,300,E,RANDOLPH,ST,INSTALLATION OF SUPPORT STRUCTURE & 17 TON DERRICK CRANE ABOVE ROOF OF EXISTING BUILDING TO LIFT MATERIALS AS PER DRAWINGS.,17-10-318-034-0000,,,,,,,,,,OWNER OCCUPIED,ANDY PINI,300 E. RANDOLPH,CHICAGO,IL,60602,,STRUCTURAL ENGINEER,RUBY DAVID,,,,,,EXPEDITOR,BURNHAM NATIONWIDE INC,111 W WASHINGTON SUITE 450,CHICAGO,IL,60602-,(312)407-7990 X,CONTRACTOR-GENERAL CONTRACTOR,WALSH CONSTRUCTION COMPANY,929 W ADAMS ST,CHICAGO,IL,60607,(312)563-5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.884623785,-87.620476044,"(41.88462378463585, -87.62047604442976)"
1999710,100270056,PERMIT - NEW CONSTRUCTION,12/22/2008,$5000.00,$0.00,$375.00,$375.00,111,W,WACKER,DR,TEMPORARY 35 T TIMBERLAND DERRICK TO DISMANTLE TOWER CRANE,,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"TENG CONSTRUCTION, L.L.C.",205 N MICHIGAN AVE SUITE 3600,CHICAGO,IL,60601,(312)616-6063,OWNER,WATERVIEW LLC,205 N. MICHIGAN,CHICAGO,IL,60601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.886706919,-87.631352471,"(41.886706918965025, -87.63135247095529)"
1999713,100270058,PERMIT - NEW CONSTRUCTION,02/05/2009,$5000.00,$0.00,$375.00,$375.00,215,W,WASHINGTON,ST,"TEMPORARY CONSTRUCTION TOWER CRANE MODEL LIEBHERR 316 EC-H PHASE II, BOTTOM-CLIMB TO FINAL HOOK HEIGHT OF 530 FT.",17-09-455-016-0000,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,POWER CONTRACTING & ENGINEERIN,CORPORATION 2360 N. PALMER DRIVE,SCHAUMBURG,IL,60173,(847)925-1300,OWNER,JRC 215 LLC,401 N MICHIGAN,CHICAGO,IL,60611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.883100226,-87.634322682,"(41.88310022586434, -87.63432268180549)"
1999714,100270059,PERMIT - NEW CONSTRUCTION,02/05/2009,$5000.00,$0.00,$375.00,$375.00,161,W,KINZIE,ST,TEMPORARY CONSTRACTION TOWER CRANE MODEL LIEBHERR 200 HC PHASE II. RAISISING CRANE TO FINAL HEIGHT 351 FT.,17-09-404-016-0000,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"TENG CONSTRUCTION, L.L.C.",205 N MICHIGAN AVE SUITE 3600,CHICAGO,IL,60601,(312)616-6063,OWNER,161 WEST KINZIE,3755 CAPITAL OF TEXAS HIGHWAY SUITE 210,AUSTIN,TX,78704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.889062111,-87.633485207,"(41.88906211073029, -87.63348520693961)"
2003310,100271511,PERMIT - NEW CONSTRUCTION,12/23/2008,$1.00,$0.00,$200.00,$200.00,300,E,RANDOLPH,ST,MODIFY PERMIT DESCRIPTION TO:  INSTALLATION OF SUPPORT STRUCTURE & 35 TON DERRICK CRANE ABOVE ROOF OF EXISTING BUILDING FOR REMOVAL OF TOWER CRANE AND MATERIAL MOVEMENT AS PER PLANS.,17-10-318-034-0000,,,,,,,,,,OWNER OCCUPIED,ANDY PINI,300 E. RANDOLPH,CHICAGO,IL,60602,,STRUCTURAL ENGINEER,THADDAEUS ANTHONY GREINER,,,,,,EXPEDITOR,BURNHAM NATIONWIDE INC,111 W WASHINGTON SUITE 450,CHICAGO,IL,60602-,(312)407-7990 X,CONTRACTOR-GENERAL CONTRACTOR,WALSH CONSTRUCTION COMPANY,929 W ADAMS ST,CHICAGO,IL,60607,(312)563-5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.884623785,-87.620476044,"(41.88462378463585, -87.62047604442976)"
2003488,100271607,PERMIT - NEW CONSTRUCTION,01/13/2009,$1.00,$0.00,$375.00,$375.00,2,W,DELAWARE,PL,"TEMP. CONTRUCTION TOWER CRANE, POTAIN MD 485B, PHASE RAISING CRANE TO FINAL HOOK HEIGHT OF 390 FT. WITH ONE TIE-IN.",,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"BOVIS LEND LEASE, INC.",ONE N WACKER DRIVE SUITE 850,CHICAGO,IL,60606,(312)245-1000,OWNER,THE ENTERPRISE COMPANIES WALTON ON THE PARK SOUTH,600 W CHICAGO,CHICAGO,IL,60610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.89924865,-87.628346565,"(41.89924864959086, -87.62834656519264)"
2004653,100272129,PERMIT - RENOVATION/ALTERATION,12/22/2008,$21050.00,$825.00,$0.00,$825.00,1620,W,HARRISON,ST,EAST TOWER ADDITION RUSH UNIVERSITY MEDICAL CENTER CRANE PAD,,,,,,,,,,,OWNER,RUSH UNIVERSITY MEDICAL CENTER,1653 W. CONGRESS PARKWAY,CHICAGO,IL,60612-,,STRUCTURAL ENGINEER,R. STEPHEN PARKISON,,,,,,CONTRACTOR-GENERAL CONTRACTOR,RUSH UNIVERSITY MEDICAL CENTER,"1750 WEST HARRISON STREET SUITE 301, JELKE",CHICAGO,IL,60612,(312)942-6195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.874296161,-87.667612811,"(41.87429616149979, -87.66761281051762)"
2007141,100273194,PERMIT - NEW CONSTRUCTION,01/13/2009,$5000.00,$0.00,$375.00,$375.00,210,N,WELLS,ST,"Revison of crane foundation due to misplaced caisson on lines ""5"" and ""B"" per plan.",,,,,,,,,,,STRUCTURAL ENGINEER,MAST PAUL E,,,,,,CONTRACTOR-GENERAL CONTRACTOR,"BOVIS LEND LEASE, INC.",ONE N WACKER DRIVE SUITE 850,CHICAGO,IL,60606,(312)245-1000,OWNER,210-18 W LAKE STREET,,HINDALE,IL,60521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.886028398,-87.634084983,"(41.8860283980614, -87.63408498312046)"
2009954,100274539,PERMIT - RENOVATION/ALTERATION,03/11/2009,$20000.00,$0.00,$375.00,$375.00,225,N,COLUMBUS,DR,INSTALL THIRTY FIVE (35) TON STIFFLEG TEMPORARY DERRICK CRANE ON 82ND FLOOR,17-10-318-038-0000,17-10-318-039-0000,17-10-318-040-0000,17-10-318-041-0000,17-10-318-042-0000,,,,,,STRUCTURAL ENGINEER,CONNOLLY EAMONN F.,,,,,,CONTRACTOR-GENERAL CONTRACTOR,JAMES MCHUGH CONSTRUCTION CO,1737 S MICHIGAN AVE,CHICAGO,IL,60616-,(312)986-8000 x,OWNER,JAMES LOEWENBERG,303 EAST WACKER DRIVE SUITE 2750,CHICAGO,ILLINOIS,60601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.886373138,-87.62054303,"(41.88637313825587, -87.62054303016784)"
